istochnik,kanal,data_kommunikacii,id_kommunikacii,nazvanie_kommunikacii,tekst_kommunikacii,brand,target,sent,delivered,opened,clicked,unsubscribed
KNT CRM,Внутренние СМС,2022-10-12,233,13652 | Эльмуцин | Терапевты + МП | 12.10.2022-13.10.2022,"Подключайтесь к Национальному конгрессу Терапевтов. Симпозиум «Критический взгляд на лечение респираторных инфекций в современной терапевтической практике», 13 октября, в 15:15(МСК). Председатель: проф. Никифоров В.В. Регистрация:  bphg.me/yrCcBu",Эльмуцин,Гематологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-12,233,13652 | Эльмуцин | Терапевты + МП | 12.10.2022-13.10.2022,"Подключайтесь к Национальному конгрессу Терапевтов. Симпозиум «Критический взгляд на лечение респираторных инфекций в современной терапевтической практике», 13 октября, в 15:15(МСК). Председатель: проф. Никифоров В.В. Регистрация:  bphg.me/yrCcBu",Эльмуцин,Дерматологи/Дерматовенерологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-12,233,13652 | Эльмуцин | Терапевты + МП | 12.10.2022-13.10.2022,"Подключайтесь к Национальному конгрессу Терапевтов. Симпозиум «Критический взгляд на лечение респираторных инфекций в современной терапевтической практике», 13 октября, в 15:15(МСК). Председатель: проф. Никифоров В.В. Регистрация:  bphg.me/yrCcBu",Эльмуцин,Другое,3,3,0,0,0
KNT CRM,Внутренние СМС,2022-10-12,233,13652 | Эльмуцин | Терапевты + МП | 12.10.2022-13.10.2022,"Подключайтесь к Национальному конгрессу Терапевтов. Симпозиум «Критический взгляд на лечение респираторных инфекций в современной терапевтической практике», 13 октября, в 15:15(МСК). Председатель: проф. Никифоров В.В. Регистрация:  bphg.me/yrCcBu",Эльмуцин,Инфекционисты,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-12,233,13652 | Эльмуцин | Терапевты + МП | 12.10.2022-13.10.2022,"Подключайтесь к Национальному конгрессу Терапевтов. Симпозиум «Критический взгляд на лечение респираторных инфекций в современной терапевтической практике», 13 октября, в 15:15(МСК). Председатель: проф. Никифоров В.В. Регистрация:  bphg.me/yrCcBu",Эльмуцин,Кардиологи,2,2,0,0,0
KNT CRM,Внутренние СМС,2022-10-12,233,13652 | Эльмуцин | Терапевты + МП | 12.10.2022-13.10.2022,"Подключайтесь к Национальному конгрессу Терапевтов. Симпозиум «Критический взгляд на лечение респираторных инфекций в современной терапевтической практике», 13 октября, в 15:15(МСК). Председатель: проф. Никифоров В.В. Регистрация:  bphg.me/yrCcBu",Эльмуцин,Педиатры,3,3,0,0,0
KNT CRM,Внутренние СМС,2022-10-12,233,13652 | Эльмуцин | Терапевты + МП | 12.10.2022-13.10.2022,"Подключайтесь к Национальному конгрессу Терапевтов. Симпозиум «Критический взгляд на лечение респираторных инфекций в современной терапевтической практике», 13 октября, в 15:15(МСК). Председатель: проф. Никифоров В.В. Регистрация:  bphg.me/yrCcBu",Эльмуцин,Пульмонологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-12,233,13652 | Эльмуцин | Терапевты + МП | 12.10.2022-13.10.2022,"Подключайтесь к Национальному конгрессу Терапевтов. Симпозиум «Критический взгляд на лечение респираторных инфекций в современной терапевтической практике», 13 октября, в 15:15(МСК). Председатель: проф. Никифоров В.В. Регистрация:  bphg.me/yrCcBu",Эльмуцин,Ревматологи,10,9,0,0,0
KNT CRM,Внутренние СМС,2022-10-12,233,13652 | Эльмуцин | Терапевты + МП | 12.10.2022-13.10.2022,"Подключайтесь к Национальному конгрессу Терапевтов. Симпозиум «Критический взгляд на лечение респираторных инфекций в современной терапевтической практике», 13 октября, в 15:15(МСК). Председатель: проф. Никифоров В.В. Регистрация:  bphg.me/yrCcBu",Эльмуцин,Терапевты,8840,8426,247,247,0
KNT CRM,Внутренние СМС,2022-10-12,233,13652 | Эльмуцин | Терапевты + МП | 12.10.2022-13.10.2022,"Подключайтесь к Национальному конгрессу Терапевтов. Симпозиум «Критический взгляд на лечение респираторных инфекций в современной терапевтической практике», 13 октября, в 15:15(МСК). Председатель: проф. Никифоров В.В. Регистрация:  bphg.me/yrCcBu",Эльмуцин,Фельдшеры,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-12,233,13652 | Эльмуцин | Терапевты + МП | 12.10.2022-13.10.2022,"Подключайтесь к Национальному конгрессу Терапевтов. Симпозиум «Критический взгляд на лечение респираторных инфекций в современной терапевтической практике», 13 октября, в 15:15(МСК). Председатель: проф. Никифоров В.В. Регистрация:  bphg.me/yrCcBu",Эльмуцин,Хирурги,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-14,218,БОЙ | СМС-анонс после регистрации,Благодарим Вас за регистрацию в «Фарм Практикуме»! Мы уже подготовили для Вас свежую подборку практикумов и новостей: bphg.me/tKQvGT Будем расти вместе!,No Brand,Аптека,9,9,0,0,0
KNT CRM,Внутренние СМС,2022-10-14,240,13604 | Кагоцел | Аптека+  МП | 14.10.2022,Внимание! При покупке Кагоцел® розыгрыш сертификатов OZON на 4 000 рублей - на пополнение семейной аптечки! Дата проведения: до 11 декабря 2022. Узнай правила участия: bphg.me/wwo3s6,Кагоцел,Аптека,22336,19344,1858,1858,0
KNT CRM,Внутренние СМС,2022-10-14,240,13604 | Кагоцел | Аптека+  МП | 14.10.2022,Внимание! При покупке Кагоцел® розыгрыш сертификатов OZON на 4 000 рублей - на пополнение семейной аптечки! Дата проведения: до 11 декабря 2022. Узнай правила участия: bphg.me/wwo3s6,Кагоцел,Дерматологи/Дерматовенерологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-14,240,13604 | Кагоцел | Аптека+  МП | 14.10.2022,Внимание! При покупке Кагоцел® розыгрыш сертификатов OZON на 4 000 рублей - на пополнение семейной аптечки! Дата проведения: до 11 декабря 2022. Узнай правила участия: bphg.me/wwo3s6,Кагоцел,Другое,3,3,0,0,0
KNT CRM,Внутренние СМС,2022-10-14,240,13604 | Кагоцел | Аптека+  МП | 14.10.2022,Внимание! При покупке Кагоцел® розыгрыш сертификатов OZON на 4 000 рублей - на пополнение семейной аптечки! Дата проведения: до 11 декабря 2022. Узнай правила участия: bphg.me/wwo3s6,Кагоцел,Нефрологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-14,240,13604 | Кагоцел | Аптека+  МП | 14.10.2022,Внимание! При покупке Кагоцел® розыгрыш сертификатов OZON на 4 000 рублей - на пополнение семейной аптечки! Дата проведения: до 11 декабря 2022. Узнай правила участия: bphg.me/wwo3s6,Кагоцел,Отоларингологи,1,0,0,0,0
KNT CRM,Внутренние СМС,2022-10-14,240,13604 | Кагоцел | Аптека+  МП | 14.10.2022,Внимание! При покупке Кагоцел® розыгрыш сертификатов OZON на 4 000 рублей - на пополнение семейной аптечки! Дата проведения: до 11 декабря 2022. Узнай правила участия: bphg.me/wwo3s6,Кагоцел,Педиатры,4,4,0,0,0
KNT CRM,Внутренние СМС,2022-10-14,240,13604 | Кагоцел | Аптека+  МП | 14.10.2022,Внимание! При покупке Кагоцел® розыгрыш сертификатов OZON на 4 000 рублей - на пополнение семейной аптечки! Дата проведения: до 11 декабря 2022. Узнай правила участия: bphg.me/wwo3s6,Кагоцел,Терапевты,13,13,0,0,0
KNT CRM,Внутренние СМС,2022-10-14,242,13710 | Азурикс | Ревматологи + МП | 14.10.2022,"{{GivenNMiddleN}}, приглашаем Вас к просмотру вебинара: «Остеоартрит – теоретические и практические аспекты терапии», докладчик д.м.н., проф.: Беляева И.Б. 14 октября  в 17.00(МСК). Присоединяйтесь: bphg.me/LjTITV",Азурикс,Ревматологи,894,797,32,32,0
KNT CRM,Внутренние СМС,2022-10-14,242,13710 | Азурикс | Ревматологи + МП | 14.10.2022,"{{GivenNMiddleN}}, приглашаем Вас к просмотру вебинара: «Остеоартрит – теоретические и практические аспекты терапии», докладчик д.м.н., проф.: Беляева И.Б. 14 октября  в 17.00(МСК). Присоединяйтесь: bphg.me/LjTITV",Азурикс,Терапевты,5,4,0,0,0
KNT CRM,Внутренние СМС,2022-10-15,218,БОЙ | СМС-анонс после регистрации,Благодарим Вас за регистрацию в «Фарм Практикуме»! Мы уже подготовили для Вас свежую подборку практикумов и новостей: bphg.me/tKQvGT Будем расти вместе!,No Brand,Аптека,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-17,218,БОЙ | СМС-анонс после регистрации,Благодарим Вас за регистрацию в «Фарм Практикуме»! Мы уже подготовили для Вас свежую подборку практикумов и новостей: bphg.me/tKQvGT Будем расти вместе!,No Brand,Аптека,10,10,0,0,0
KNT CRM,Внутренние СМС,2022-10-17,247,13738 | Кагоцел | Терапевты + МП - Москвы и МО | 17.10.2022,"{{GivenNMiddleN}}, приглашаем вас на конференцию «Универсальные решения в эффективной терапии ОРВИ в период пандемии» 22 октября в 12.00, г. Москва, ул. Русаковская, 24, Холидей Инн Сокольники. Лектора: д.м.н., проф. А.Е. Шульженко, д.м.н., проф. В.В. Никифоров",Кагоцел,Акушеры и гинекологи,2,2,0,0,0
KNT CRM,Внутренние СМС,2022-10-17,247,13738 | Кагоцел | Терапевты + МП - Москвы и МО | 17.10.2022,"{{GivenNMiddleN}}, приглашаем вас на конференцию «Универсальные решения в эффективной терапии ОРВИ в период пандемии» 22 октября в 12.00, г. Москва, ул. Русаковская, 24, Холидей Инн Сокольники. Лектора: д.м.н., проф. А.Е. Шульженко, д.м.н., проф. В.В. Никифоров",Кагоцел,Аптека,6,4,0,0,0
KNT CRM,Внутренние СМС,2022-10-17,247,13738 | Кагоцел | Терапевты + МП - Москвы и МО | 17.10.2022,"{{GivenNMiddleN}}, приглашаем вас на конференцию «Универсальные решения в эффективной терапии ОРВИ в период пандемии» 22 октября в 12.00, г. Москва, ул. Русаковская, 24, Холидей Инн Сокольники. Лектора: д.м.н., проф. А.Е. Шульженко, д.м.н., проф. В.В. Никифоров",Кагоцел,Гастроэнтерологи,7,7,0,0,0
KNT CRM,Внутренние СМС,2022-10-17,247,13738 | Кагоцел | Терапевты + МП - Москвы и МО | 17.10.2022,"{{GivenNMiddleN}}, приглашаем вас на конференцию «Универсальные решения в эффективной терапии ОРВИ в период пандемии» 22 октября в 12.00, г. Москва, ул. Русаковская, 24, Холидей Инн Сокольники. Лектора: д.м.н., проф. А.Е. Шульженко, д.м.н., проф. В.В. Никифоров",Кагоцел,Гематологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-17,247,13738 | Кагоцел | Терапевты + МП - Москвы и МО | 17.10.2022,"{{GivenNMiddleN}}, приглашаем вас на конференцию «Универсальные решения в эффективной терапии ОРВИ в период пандемии» 22 октября в 12.00, г. Москва, ул. Русаковская, 24, Холидей Инн Сокольники. Лектора: д.м.н., проф. А.Е. Шульженко, д.м.н., проф. В.В. Никифоров",Кагоцел,Кардиологи,2,2,0,0,0
KNT CRM,Внутренние СМС,2022-10-17,247,13738 | Кагоцел | Терапевты + МП - Москвы и МО | 17.10.2022,"{{GivenNMiddleN}}, приглашаем вас на конференцию «Универсальные решения в эффективной терапии ОРВИ в период пандемии» 22 октября в 12.00, г. Москва, ул. Русаковская, 24, Холидей Инн Сокольники. Лектора: д.м.н., проф. А.Е. Шульженко, д.м.н., проф. В.В. Никифоров",Кагоцел,Ревматологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-17,247,13738 | Кагоцел | Терапевты + МП - Москвы и МО | 17.10.2022,"{{GivenNMiddleN}}, приглашаем вас на конференцию «Универсальные решения в эффективной терапии ОРВИ в период пандемии» 22 октября в 12.00, г. Москва, ул. Русаковская, 24, Холидей Инн Сокольники. Лектора: д.м.н., проф. А.Е. Шульженко, д.м.н., проф. В.В. Никифоров",Кагоцел,Терапевты,2031,1934,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,218,БОЙ | СМС-анонс после регистрации,Благодарим Вас за регистрацию в «Фарм Практикуме»! Мы уже подготовили для Вас свежую подборку практикумов и новостей: bphg.me/tKQvGT Будем расти вместе!,No Brand,Аптека,10,10,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,250,13399 | Кагоцел | Терапевты + МП | 18.10.2022,"Приглашаем к просмотру лекции «Этюды оториноларинголога о респираторной инфекции», 18 октября, в 16:00(МСК). Лектор: д.м.н., проф. Мирошниченко Н.А. Присоединяйтесь: bphg.me/nFRrIf",Кагоцел,Акушеры и гинекологи,2,2,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,250,13399 | Кагоцел | Терапевты + МП | 18.10.2022,"Приглашаем к просмотру лекции «Этюды оториноларинголога о респираторной инфекции», 18 октября, в 16:00(МСК). Лектор: д.м.н., проф. Мирошниченко Н.А. Присоединяйтесь: bphg.me/nFRrIf",Кагоцел,Аптека,12,9,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,250,13399 | Кагоцел | Терапевты + МП | 18.10.2022,"Приглашаем к просмотру лекции «Этюды оториноларинголога о респираторной инфекции», 18 октября, в 16:00(МСК). Лектор: д.м.н., проф. Мирошниченко Н.А. Присоединяйтесь: bphg.me/nFRrIf",Кагоцел,Гастроэнтерологи,38,37,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,250,13399 | Кагоцел | Терапевты + МП | 18.10.2022,"Приглашаем к просмотру лекции «Этюды оториноларинголога о респираторной инфекции», 18 октября, в 16:00(МСК). Лектор: д.м.н., проф. Мирошниченко Н.А. Присоединяйтесь: bphg.me/nFRrIf",Кагоцел,Гематологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,250,13399 | Кагоцел | Терапевты + МП | 18.10.2022,"Приглашаем к просмотру лекции «Этюды оториноларинголога о респираторной инфекции», 18 октября, в 16:00(МСК). Лектор: д.м.н., проф. Мирошниченко Н.А. Присоединяйтесь: bphg.me/nFRrIf",Кагоцел,Дерматологи/Дерматовенерологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,250,13399 | Кагоцел | Терапевты + МП | 18.10.2022,"Приглашаем к просмотру лекции «Этюды оториноларинголога о респираторной инфекции», 18 октября, в 16:00(МСК). Лектор: д.м.н., проф. Мирошниченко Н.А. Присоединяйтесь: bphg.me/nFRrIf",Кагоцел,Другое,3,3,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,250,13399 | Кагоцел | Терапевты + МП | 18.10.2022,"Приглашаем к просмотру лекции «Этюды оториноларинголога о респираторной инфекции», 18 октября, в 16:00(МСК). Лектор: д.м.н., проф. Мирошниченко Н.А. Присоединяйтесь: bphg.me/nFRrIf",Кагоцел,Инфекционисты,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,250,13399 | Кагоцел | Терапевты + МП | 18.10.2022,"Приглашаем к просмотру лекции «Этюды оториноларинголога о респираторной инфекции», 18 октября, в 16:00(МСК). Лектор: д.м.н., проф. Мирошниченко Н.А. Присоединяйтесь: bphg.me/nFRrIf",Кагоцел,Кардиологи,2,2,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,250,13399 | Кагоцел | Терапевты + МП | 18.10.2022,"Приглашаем к просмотру лекции «Этюды оториноларинголога о респираторной инфекции», 18 октября, в 16:00(МСК). Лектор: д.м.н., проф. Мирошниченко Н.А. Присоединяйтесь: bphg.me/nFRrIf",Кагоцел,Педиатры,3,3,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,250,13399 | Кагоцел | Терапевты + МП | 18.10.2022,"Приглашаем к просмотру лекции «Этюды оториноларинголога о респираторной инфекции», 18 октября, в 16:00(МСК). Лектор: д.м.н., проф. Мирошниченко Н.А. Присоединяйтесь: bphg.me/nFRrIf",Кагоцел,Пульмонологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,250,13399 | Кагоцел | Терапевты + МП | 18.10.2022,"Приглашаем к просмотру лекции «Этюды оториноларинголога о респираторной инфекции», 18 октября, в 16:00(МСК). Лектор: д.м.н., проф. Мирошниченко Н.А. Присоединяйтесь: bphg.me/nFRrIf",Кагоцел,Ревматологи,10,9,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,250,13399 | Кагоцел | Терапевты + МП | 18.10.2022,"Приглашаем к просмотру лекции «Этюды оториноларинголога о респираторной инфекции», 18 октября, в 16:00(МСК). Лектор: д.м.н., проф. Мирошниченко Н.А. Присоединяйтесь: bphg.me/nFRrIf",Кагоцел,Терапевты,8836,8426,169,169,0
KNT CRM,Внутренние СМС,2022-10-18,250,13399 | Кагоцел | Терапевты + МП | 18.10.2022,"Приглашаем к просмотру лекции «Этюды оториноларинголога о респираторной инфекции», 18 октября, в 16:00(МСК). Лектор: д.м.н., проф. Мирошниченко Н.А. Присоединяйтесь: bphg.me/nFRrIf",Кагоцел,Фельдшеры,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,250,13399 | Кагоцел | Терапевты + МП | 18.10.2022,"Приглашаем к просмотру лекции «Этюды оториноларинголога о респираторной инфекции», 18 октября, в 16:00(МСК). Лектор: д.м.н., проф. Мирошниченко Н.А. Присоединяйтесь: bphg.me/nFRrIf",Кагоцел,Хирурги,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,251,13713 | Гастростат | Гастроэнтерологи  + МП | 18.10.2022,Вебинар с баллами НМО от проф. Мехтиева: гастро и гепатопротекция при ЖКБ. 18.10 в 20:00 Мск. Регистрируйтесь bphg.me/3WWfej,Гастростат,Гастроэнтерологи,1792,1718,146,146,0
KNT CRM,Внутренние СМС,2022-10-18,251,13713 | Гастростат | Гастроэнтерологи  + МП | 18.10.2022,Вебинар с баллами НМО от проф. Мехтиева: гастро и гепатопротекция при ЖКБ. 18.10 в 20:00 Мск. Регистрируйтесь bphg.me/3WWfej,Гастростат,Педиатры,12,12,0,0,0
KNT CRM,Внутренние СМС,2022-10-18,251,13713 | Гастростат | Гастроэнтерологи  + МП | 18.10.2022,Вебинар с баллами НМО от проф. Мехтиева: гастро и гепатопротекция при ЖКБ. 18.10 в 20:00 Мск. Регистрируйтесь bphg.me/3WWfej,Гастростат,Терапевты,13,13,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,218,БОЙ | СМС-анонс после регистрации,Благодарим Вас за регистрацию в «Фарм Практикуме»! Мы уже подготовили для Вас свежую подборку практикумов и новостей: bphg.me/tKQvGT Будем расти вместе!,No Brand,Аптека,9,8,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,257,13785 | Необутин | Педиатрия + МП | 19.10.2022,О современных методах диагностики и терапии СРК у ребенка в новом видеоролике от Медведевой Е.А. Не пропустите! bphg.me/lU37FH,Необутин,Аллергологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,257,13785 | Необутин | Педиатрия + МП | 19.10.2022,О современных методах диагностики и терапии СРК у ребенка в новом видеоролике от Медведевой Е.А. Не пропустите! bphg.me/lU37FH,Необутин,Аптека,4,3,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,257,13785 | Необутин | Педиатрия + МП | 19.10.2022,О современных методах диагностики и терапии СРК у ребенка в новом видеоролике от Медведевой Е.А. Не пропустите! bphg.me/lU37FH,Необутин,Гастроэнтерологи,4,4,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,257,13785 | Необутин | Педиатрия + МП | 19.10.2022,О современных методах диагностики и терапии СРК у ребенка в новом видеоролике от Медведевой Е.А. Не пропустите! bphg.me/lU37FH,Необутин,Другое,3,3,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,257,13785 | Необутин | Педиатрия + МП | 19.10.2022,О современных методах диагностики и терапии СРК у ребенка в новом видеоролике от Медведевой Е.А. Не пропустите! bphg.me/lU37FH,Необутин,Инфекционисты,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,257,13785 | Необутин | Педиатрия + МП | 19.10.2022,О современных методах диагностики и терапии СРК у ребенка в новом видеоролике от Медведевой Е.А. Не пропустите! bphg.me/lU37FH,Необутин,Отоларингологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,257,13785 | Необутин | Педиатрия + МП | 19.10.2022,О современных методах диагностики и терапии СРК у ребенка в новом видеоролике от Медведевой Е.А. Не пропустите! bphg.me/lU37FH,Необутин,Педиатры,8589,8207,395,395,0
KNT CRM,Внутренние СМС,2022-10-19,257,13785 | Необутин | Педиатрия + МП | 19.10.2022,О современных методах диагностики и терапии СРК у ребенка в новом видеоролике от Медведевой Е.А. Не пропустите! bphg.me/lU37FH,Необутин,Терапевты,9,8,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,258,13777 | Азурикс | Ревматологи + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/VUkpwS,Азурикс,Ревматологи,978,947,78,78,0
KNT CRM,Внутренние СМС,2022-10-19,258,13777 | Азурикс | Ревматологи + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/VUkpwS,Азурикс,Терапевты,5,4,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,259,13777 | Азурикс | Терапевты + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/pLVpSg,Азурикс,Акушеры и гинекологи,2,2,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,259,13777 | Азурикс | Терапевты + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/pLVpSg,Азурикс,Аптека,12,10,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,259,13777 | Азурикс | Терапевты + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/pLVpSg,Азурикс,Гастроэнтерологи,38,37,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,259,13777 | Азурикс | Терапевты + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/pLVpSg,Азурикс,Гематологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,259,13777 | Азурикс | Терапевты + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/pLVpSg,Азурикс,Дерматологи/Дерматовенерологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,259,13777 | Азурикс | Терапевты + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/pLVpSg,Азурикс,Другое,3,3,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,259,13777 | Азурикс | Терапевты + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/pLVpSg,Азурикс,Инфекционисты,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,259,13777 | Азурикс | Терапевты + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/pLVpSg,Азурикс,Кардиологи,2,2,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,259,13777 | Азурикс | Терапевты + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/pLVpSg,Азурикс,Педиатры,3,3,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,259,13777 | Азурикс | Терапевты + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/pLVpSg,Азурикс,Пульмонологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,259,13777 | Азурикс | Терапевты + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/pLVpSg,Азурикс,Ревматологи,10,9,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,259,13777 | Азурикс | Терапевты + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/pLVpSg,Азурикс,Терапевты,9267,8856,658,658,0
KNT CRM,Внутренние СМС,2022-10-19,259,13777 | Азурикс | Терапевты + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/pLVpSg,Азурикс,Фельдшеры,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-19,259,13777 | Азурикс | Терапевты + МП | 19.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/pLVpSg,Азурикс,Хирурги,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-20,218,БОЙ | СМС-анонс после регистрации,Благодарим Вас за регистрацию в «Фарм Практикуме»! Мы уже подготовили для Вас свежую подборку практикумов и новостей: bphg.me/tKQvGT Будем расти вместе!,No Brand,Аптека,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-21,218,БОЙ | СМС-анонс после регистрации,Благодарим Вас за регистрацию в «Фарм Практикуме»! Мы уже подготовили для Вас свежую подборку практикумов и новостей: bphg.me/tKQvGT Будем расти вместе!,No Brand,Аптека,4,4,0,0,0
KNT CRM,Внутренние СМС,2022-10-21,263,13778 | Азурикс | Ревматологи + МП | 21.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/jINAB5,Азурикс,Ревматологи,977,949,140,140,0
KNT CRM,Внутренние СМС,2022-10-21,263,13778 | Азурикс | Ревматологи + МП | 21.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/jINAB5,Азурикс,Терапевты,5,4,0,0,0
KNT CRM,Внутренние СМС,2022-10-21,264,13778 | Азурикс | Терапевты + МП | 21.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/kBN0pQ,Азурикс,Акушеры и гинекологи,2,2,0,0,0
KNT CRM,Внутренние СМС,2022-10-21,264,13778 | Азурикс | Терапевты + МП | 21.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/kBN0pQ,Азурикс,Аптека,12,10,0,0,0
KNT CRM,Внутренние СМС,2022-10-21,264,13778 | Азурикс | Терапевты + МП | 21.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/kBN0pQ,Азурикс,Гастроэнтерологи,34,33,0,0,0
KNT CRM,Внутренние СМС,2022-10-21,264,13778 | Азурикс | Терапевты + МП | 21.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/kBN0pQ,Азурикс,Гематологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-21,264,13778 | Азурикс | Терапевты + МП | 21.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/kBN0pQ,Азурикс,Дерматологи/Дерматовенерологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-21,264,13778 | Азурикс | Терапевты + МП | 21.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/kBN0pQ,Азурикс,Другое,3,3,0,0,0
KNT CRM,Внутренние СМС,2022-10-21,264,13778 | Азурикс | Терапевты + МП | 21.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/kBN0pQ,Азурикс,Инфекционисты,1,1,0,0,0
KNT CRM,Внутренние СМС,2022-10-21,264,13778 | Азурикс | Терапевты + МП | 21.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/kBN0pQ,Азурикс,Кардиологи,2,2,0,0,0
KNT CRM,Внутренние СМС,2022-10-21,264,13778 | Азурикс | Терапевты + МП | 21.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/kBN0pQ,Азурикс,Педиатры,3,3,0,0,0
KNT CRM,Внутренние СМС,2022-10-21,264,13778 | Азурикс | Терапевты + МП | 21.10.2022,22/10/22 10:00 Вебинар Контроль над подагрой. Баллы НМО. bphg.me/kBN0pQ,Азурикс,Пульмонологи,1,1,0,0,0
